date,hospital_id,department,total_beds,occupied_beds,admissions,discharges,avg_length_of_stay,staff_on_duty,occupancy_rate,month,day_of_week,is_weekend,season,year,occupancy_rate_rolling_7d,occupancy_rate_rolling_14d,occupancy_rate_rolling_30d,occupancy_rate_rolling_7d_std,admissions_rolling_7d,admissions_rolling_14d,admissions_rolling_30d,admissions_rolling_7d_std,discharges_rolling_7d,discharges_rolling_14d,discharges_rolling_30d,discharges_rolling_7d_std,staff_on_duty_rolling_7d,staff_on_duty_rolling_14d,staff_on_duty_rolling_30d,staff_on_duty_rolling_7d_std,occupancy_rate_lag_1d,occupancy_rate_lag_3d,occupancy_rate_lag_7d,occupancy_rate_lag_14d,admissions_lag_1d,admissions_lag_3d,admissions_lag_7d,admissions_lag_14d,discharges_lag_1d,discharges_lag_3d,discharges_lag_7d,discharges_lag_14d,occupancy_rate_pct_change_1d,occupancy_rate_pct_change_7d,admissions_pct_change_1d,admissions_pct_change_7d,discharges_pct_change_1d,discharges_pct_change_7d,staff_on_duty_pct_change_1d,staff_on_duty_pct_change_7d,day_of_month,quarter,week_of_year,is_month_start,is_month_end,is_quarter_end,season_winter,season_spring,season_summer,season_fall,dept_ER,dept_General Ward,dept_ICU,hospital_1,hospital_2,hospital_3,hospital_4
2019-01-11,1,ER,50,37,3,8,3,19,74.77,1,4,0,Winter,2019,73.5942857142857,75.83545454545454,75.83545454545454,11.03318457675579,4.857142857142857,5.545454545454546,5.545454545454546,1.345185418269098,7.571428571428571,7.181818181818182,7.181818181818182,2.6367367999823097,21.857142857142858,21.545454545454547,21.545454545454547,2.1930626551751335,88.61,81.99,78.8,0.0,5.0,4.0,12.0,0.0,8.0,11.0,10.0,0.0,-0.15619004627017274,-0.051142131979695415,-0.4,-0.75,0.0,-0.19999999999999996,-0.09523809523809523,-0.050000000000000044,11,1,2,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-12,1,ER,50,31,3,7,3,24,63.62,1,5,1,Winter,2019,73.55428571428571,74.8175,74.8175,11.074617912359862,4.571428571428571,5.333333333333333,5.333333333333333,1.5118578920369083,8.0,7.166666666666667,7.166666666666667,2.160246899469286,22.0,21.75,21.75,2.309401076758503,74.77,69.72,63.9,0.0,3.0,4.0,5.0,0.0,8.0,9.0,4.0,0.0,-0.14912398020596496,-0.004381846635367781,0.0,-0.4,-0.125,0.75,0.26315789473684204,0.04347826086956519,12,1,2,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-13,1,ER,50,32,7,10,2,17,64.12,1,6,1,Winter,2019,74.62714285714286,73.99461538461539,73.99461538461539,9.396122807281936,4.571428571428571,5.461538461538462,5.461538461538462,1.5118578920369083,8.857142857142858,7.384615384615385,7.384615384615385,1.3451854182690968,21.428571428571427,21.384615384615383,21.384615384615383,2.992052966172382,63.62,88.61,56.61,0.0,3.0,5.0,7.0,0.0,7.0,8.0,4.0,0.0,0.007859163784973422,0.13266207383854445,1.3333333333333335,0.0,0.4285714285714286,1.5,-0.29166666666666663,-0.19047619047619047,13,1,2,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-14,1,ER,50,40,9,8,4,21,80.06,1,0,0,Winter,2019,74.69857142857143,74.42785714285715,74.42785714285715,9.441661980413242,5.0,5.714285714285714,5.714285714285714,2.2360679774997894,8.714285714285714,7.428571428571429,7.428571428571429,1.380131118684707,20.714285714285715,21.357142857142858,21.357142857142858,2.2146697055682814,64.12,74.77,79.56,0.0,7.0,3.0,6.0,0.0,10.0,8.0,9.0,0.0,0.24859638178415455,0.0062845651080944975,0.2857142857142858,0.5,-0.19999999999999996,-0.11111111111111116,0.23529411764705888,-0.1923076923076923,14,1,3,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-15,1,ER,50,40,11,8,2,19,80.3,1,1,0,Winter,2019,74.45714285714287,74.45071428571428,74.81933333333333,9.243672997039134,6.0,6.142857142857143,6.066666666666666,3.1091263510296048,8.285714285714286,7.571428571428571,7.466666666666667,0.95118973121134,20.285714285714285,21.214285714285715,21.2,2.214669705568281,80.06,63.62,81.99,79.98,9.0,3.0,4.0,5.0,8.0,7.0,11.0,6.0,0.0029977516862351727,-0.02061226978899866,0.22222222222222232,1.75,0.0,-0.2727272727272727,-0.09523809523809523,-0.13636363636363635,15,1,3,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-16,1,ER,50,40,10,3,2,24,81.14,1,2,0,Winter,2019,76.08857142857143,74.88714285714286,75.214375,9.275973315635447,6.857142857142857,6.571428571428571,6.3125,3.2877840272018792,7.428571428571429,7.285714285714286,7.1875,2.1491969707422394,20.714285714285715,21.5,21.375,2.627691364061217,80.3,64.12,69.72,75.03,11.0,7.0,4.0,4.0,8.0,10.0,9.0,7.0,0.010460772104607718,0.16379804934021802,-0.09090909090909094,1.5,-0.625,-0.6666666666666667,0.26315789473684204,0.1428571428571428,16,1,3,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-17,1,ER,50,39,12,5,3,19,78.31,1,3,0,Winter,2019,74.61714285714285,74.39357142857143,75.39647058823529,7.629492587509154,7.857142857142857,7.0,6.647058823529412,3.670993118515816,7.0,7.428571428571429,7.0588235294117645,2.309401076758503,20.428571428571427,21.214285714285715,21.235294117647058,2.6992062325273105,81.14,80.06,88.61,85.22,10.0,9.0,5.0,6.0,3.0,8.0,8.0,3.0,-0.034877988661572545,-0.1162397020652296,0.19999999999999996,1.4,0.6666666666666667,-0.375,-0.20833333333333337,-0.09523809523809523,17,1,3,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-18,1,ER,50,38,6,9,2,20,76.03,1,4,0,Winter,2019,74.79714285714284,74.19571428571429,75.43166666666667,7.6485395431322125,8.285714285714286,6.571428571428571,6.611111111111111,3.147183169877773,7.142857142857143,7.357142857142857,7.166666666666667,2.410295378065479,20.571428571428573,21.214285714285715,21.166666666666668,2.636736799982309,78.31,80.3,74.77,78.8,12.0,11.0,3.0,12.0,5.0,8.0,8.0,10.0,-0.029115055548461277,0.016851678480674037,-0.5,1.0,0.8,0.125,0.05263157894736836,0.05263157894736836,18,1,3,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-19,1,ER,50,29,12,11,3,17,59.6,1,5,1,Winter,2019,74.22285714285714,73.88857142857144,74.59842105263158,8.705524518537477,9.571428571428571,7.071428571428571,6.894736842105263,2.3704530408864084,7.714285714285714,7.857142857142857,7.368421052631579,2.811540841738193,19.571428571428573,20.785714285714285,20.94736842105263,2.439750182371329,76.03,81.14,63.62,63.9,6.0,10.0,3.0,5.0,9.0,3.0,7.0,4.0,-0.21609890832566092,-0.06318767683118509,1.0,3.0,0.22222222222222232,0.5714285714285714,-0.15000000000000002,-0.29166666666666663,19,1,3,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-20,1,ER,50,32,5,6,3,19,64.98,1,6,1,Winter,2019,74.34571428571428,74.48642857142856,74.11749999999999,8.543749873724177,9.285714285714286,6.928571428571429,6.8,2.811540841738193,7.142857142857143,8.0,7.3,2.6726124191242437,19.857142857142858,20.642857142857142,20.85,2.19306265517513,59.6,78.31,64.12,56.61,12.0,12.0,7.0,7.0,11.0,5.0,10.0,4.0,0.09026845637583891,0.01341235184029932,-0.5833333333333333,-0.2857142857142857,-0.4545454545454546,-0.4,0.11764705882352944,0.11764705882352944,20,1,3,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-21,1,ER,50,40,11,2,3,22,81.73,1,0,0,Winter,2019,74.58428571428571,74.64142857142858,74.47999999999999,8.750715889081793,9.571428571428571,7.285714285714286,7.0,2.878491668515698,6.285714285714286,7.5,7.0476190476190474,3.251373336211726,20.0,20.357142857142858,20.904761904761905,2.3094010767585,64.98,76.03,80.06,79.56,5.0,6.0,9.0,6.0,6.0,9.0,8.0,9.0,0.2577716220375501,0.020859355483387576,1.2000000000000002,0.22222222222222232,-0.6666666666666667,-0.75,0.1578947368421053,0.04761904761904767,21,1,4,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-22,1,ER,50,40,4,10,2,21,81.65,1,1,0,Winter,2019,74.77714285714286,74.61714285714285,74.8059090909091,8.911086193212201,8.571428571428571,7.285714285714286,6.863636363636363,3.4572215654165057,6.571428571428571,7.428571428571429,7.181818181818182,3.5050983275386565,20.285714285714285,20.285714285714285,20.90909090909091,2.2886885410853153,81.73,59.6,80.3,81.99,11.0,12.0,11.0,4.0,2.0,11.0,8.0,11.0,-0.0009788327419552045,0.01681195516811962,-0.6363636363636364,-0.6363636363636364,4.0,0.25,-0.045454545454545414,0.10526315789473695,22,1,4,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-23,1,ER,50,38,4,8,3,24,77.17,1,2,0,Winter,2019,74.21000000000001,75.14928571428572,74.90869565217392,8.55796899581515,7.714285714285714,7.285714285714286,6.739130434782608,3.773340063934768,7.285714285714286,7.357142857142857,7.217391304347826,3.147183169877773,20.285714285714285,20.5,21.043478260869566,2.2886885410853153,81.65,64.98,81.14,69.72,4.0,5.0,10.0,4.0,10.0,6.0,3.0,9.0,-0.05486834047764855,-0.04892777914715307,0.0,-0.6,-0.19999999999999996,1.6666666666666665,0.1428571428571428,0.0,23,1,4,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-24,1,ER,50,37,8,5,3,16,74.35,1,3,0,Winter,2019,73.64428571428572,74.13071428571428,74.88541666666667,8.37060702128358,7.142857142857143,7.5,6.791666666666667,3.2877840272018792,7.285714285714286,7.142857142857143,7.125,3.147183169877773,19.857142857142858,20.142857142857142,20.833333333333332,2.794552524023084,77.17,81.73,78.31,88.61,4.0,11.0,12.0,5.0,8.0,2.0,5.0,8.0,-0.036542697939613955,-0.05056825437364332,1.0,-0.33333333333333337,-0.375,0.0,-0.33333333333333337,-0.1578947368421053,24,1,4,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-25,1,ER,50,42,2,3,2,25,85.18,1,4,0,Winter,2019,74.95142857142858,74.87428571428572,75.2972,9.450071302326116,6.571428571428571,7.428571428571429,6.6,3.823486317361109,6.428571428571429,6.785714285714286,6.96,3.408672412985387,20.571428571428573,20.571428571428573,21.0,3.408672412985386,74.35,81.65,76.03,74.77,8.0,4.0,6.0,3.0,5.0,10.0,9.0,8.0,0.1456624075319437,0.12034723135604364,-0.75,-0.6666666666666667,-0.4,-0.6666666666666667,0.5625,0.25,25,1,4,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-26,1,ER,50,31,10,8,2,19,62.27,1,5,1,Winter,2019,75.33285714285715,74.77785714285714,74.79615384615384,8.755540558765656,6.285714285714286,7.928571428571429,6.730769230769231,3.4016802570830444,6.0,6.857142857142857,7.0,2.886751345948129,20.857142857142858,20.214285714285715,20.923076923076923,3.1320159337914952,85.18,77.17,59.6,63.62,2.0,4.0,12.0,3.0,3.0,8.0,11.0,7.0,-0.26895984972998355,0.04479865771812075,4.0,-0.16666666666666663,1.6666666666666665,-0.2727272727272727,-0.24,0.11764705882352944,26,1,4,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-27,1,ER,50,26,8,10,1,19,53.34,1,6,1,Winter,2019,73.66999999999999,74.00785714285715,74.00148148148148,11.669800055413692,6.714285714285714,8.0,6.777777777777778,3.4016802570830444,6.571428571428571,6.857142857142857,7.111111111111111,3.2586880211286906,20.857142857142858,20.357142857142858,20.85185185185185,3.1320159337914952,62.27,74.35,64.98,64.12,10.0,8.0,5.0,7.0,8.0,5.0,6.0,10.0,-0.14340774048498472,-0.17913204062788546,-0.19999999999999996,0.6000000000000001,0.25,0.6666666666666667,0.0,0.0,27,1,4,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-28,1,ER,50,38,9,10,4,23,76.48,1,0,0,Winter,2019,72.92,73.75214285714286,74.09,11.225717497484672,6.428571428571429,8.0,6.857142857142857,3.0472470011002195,7.714285714285714,7.0,7.214285714285714,2.751622897751175,21.0,20.5,20.928571428571427,3.214550253664319,53.34,85.18,81.73,80.06,8.0,2.0,11.0,9.0,10.0,3.0,2.0,8.0,0.4338207724034495,-0.06423589869081126,0.125,-0.18181818181818177,0.0,4.0,0.21052631578947367,0.045454545454545414,28,1,5,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-29,1,ER,50,38,7,7,3,19,76.68,1,1,0,Winter,2019,72.21000000000001,73.49357142857143,74.17931034482758,10.727662062785795,6.857142857142857,7.714285714285714,6.862068965517241,2.8535691936340246,7.285714285714286,6.928571428571429,7.206896551724138,2.563479777846623,20.714285714285715,20.5,20.862068965517242,3.3022358947782493,76.48,62.27,81.65,80.3,9.0,10.0,4.0,11.0,10.0,8.0,10.0,8.0,0.0026150627615062483,-0.060869565217391286,-0.2222222222222222,0.75,-0.30000000000000004,-0.30000000000000004,-0.17391304347826086,-0.09523809523809523,29,1,5,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-30,1,ER,50,38,7,5,2,23,77.98,1,2,0,Winter,2019,72.32571428571428,73.26785714285714,74.306,10.794242071806716,7.285714285714286,7.5,6.866666666666666,2.563479777846622,6.857142857142857,7.071428571428571,7.133333333333334,2.6726124191242446,20.571428571428573,20.428571428571427,20.933333333333334,3.1547394428670255,76.68,53.34,77.17,81.14,7.0,8.0,4.0,10.0,7.0,10.0,8.0,3.0,0.01695357329160152,0.010496306854995474,0.0,0.75,-0.2857142857142857,-0.375,0.21052631578947367,-0.04166666666666663,30,1,5,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-01-31,1,ER,50,37,5,11,3,24,75.68,1,3,0,Winter,2019,72.51571428571428,73.08,74.16266666666667,10.847386562582503,6.857142857142857,7.0,6.866666666666666,2.6726124191242433,7.714285714285714,7.5,7.3,2.9277002188455996,21.714285714285715,20.785714285714285,21.033333333333335,2.62769136406122,77.98,76.48,74.35,78.31,7.0,9.0,8.0,12.0,5.0,10.0,5.0,5.0,-0.029494742241600425,0.017888365837256393,-0.2857142857142857,-0.375,1.2000000000000002,1.2000000000000002,0.04347826086956519,0.5,31,1,5,0,1,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-01,1,ER,50,40,6,6,2,21,80.09,2,4,0,Winter,2019,71.78857142857143,73.37,74.33133333333332,9.993992242961832,7.428571428571429,7.0,6.933333333333334,1.7182493859684476,8.142857142857142,7.285714285714286,7.266666666666667,2.2677868380553634,21.142857142857142,20.857142857142858,21.066666666666666,2.1930626551751358,75.68,76.68,85.18,76.03,5.0,7.0,2.0,6.0,11.0,7.0,3.0,9.0,0.058271670190274794,-0.05975581122329188,0.19999999999999996,2.0,-0.4545454545454546,1.0,-0.125,-0.16000000000000003,1,1,5,1,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-02,1,ER,50,32,10,5,3,23,64.98,2,5,1,Winter,2019,72.17571428571429,73.75428571428571,73.65666666666667,9.608881060669631,7.428571428571429,6.857142857142857,7.066666666666666,1.7182493859684476,7.714285714285714,6.857142857142857,7.333333333333333,2.563479777846623,21.714285714285715,21.285714285714285,21.066666666666666,2.0586634591635526,80.09,77.98,62.27,59.6,6.0,7.0,10.0,12.0,6.0,5.0,8.0,11.0,-0.18866275440129854,0.04352015416733579,0.6666666666666667,0.0,-0.16666666666666663,-0.375,0.09523809523809534,0.21052631578947367,2,1,5,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-03,1,ER,50,36,9,10,4,19,72.27,2,6,1,Winter,2019,74.88,74.27499999999999,73.439,4.966826619348282,7.571428571428571,7.142857142857143,6.966666666666667,1.8126539343499297,7.714285714285714,7.142857142857143,7.333333333333333,2.563479777846623,21.714285714285715,21.285714285714285,21.033333333333335,2.0586634591635526,64.98,75.68,53.34,64.98,10.0,5.0,8.0,5.0,5.0,11.0,10.0,6.0,0.11218836565096946,0.3548931383577052,-0.09999999999999998,0.125,1.0,0.0,-0.17391304347826086,0.0,3,1,5,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-04,1,ER,50,39,10,11,2,22,79.65,2,0,0,Winter,2019,75.33285714285715,74.12642857142858,73.964,5.272152357073004,7.714285714285714,7.071428571428571,7.133333333333334,1.9760470401187058,7.857142857142857,7.785714285714286,7.566666666666666,2.734262327610589,21.571428571428573,21.285714285714285,21.0,1.9880595947760116,72.27,80.09,76.48,81.73,9.0,6.0,9.0,11.0,10.0,6.0,10.0,2.0,0.1021170610211708,0.04144874476987459,0.11111111111111116,0.11111111111111116,0.10000000000000009,0.10000000000000009,0.1578947368421053,-0.04347826086956519,4,1,6,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-05,1,ER,50,44,11,9,3,22,88.14,2,1,0,Winter,2019,76.97000000000001,74.59,75.01500000000001,7.190502995850364,8.285714285714286,7.571428571428571,7.266666666666667,2.2886885410853157,8.142857142857142,7.714285714285714,7.733333333333333,2.734262327610589,22.0,21.357142857142858,21.033333333333335,1.632993161855454,79.65,64.98,76.68,81.65,10.0,10.0,7.0,4.0,11.0,5.0,7.0,10.0,0.1065913370998115,0.14945226917057886,0.10000000000000009,0.5714285714285714,-0.18181818181818177,0.2857142857142858,0.0,0.1578947368421053,5,1,6,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-06,1,ER,50,42,5,6,3,19,84.13,2,2,0,Winter,2019,77.84857142857143,75.08714285714287,75.16733333333333,7.692661933235284,8.0,7.642857142857143,7.233333333333333,2.5819888974716094,8.285714285714286,7.571428571428571,7.633333333333334,2.5634797778466227,21.428571428571427,21.0,20.8,1.902379462422685,88.14,72.27,77.98,77.17,11.0,9.0,7.0,4.0,9.0,10.0,5.0,8.0,-0.04549580213297033,0.07886637599384438,-0.5454545454545454,-0.2857142857142857,-0.33333333333333337,0.19999999999999996,-0.13636363636363635,-0.17391304347826086,6,1,6,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-07,1,ER,50,36,8,8,4,23,73.86,2,3,0,Winter,2019,77.58857142857143,75.05214285714285,74.89633333333333,7.808062987645992,8.428571428571429,7.642857142857143,7.366666666666666,2.2253945610567456,7.857142857142857,7.785714285714286,7.533333333333333,2.2677868380553634,21.285714285714285,21.5,20.833333333333332,1.7043362064926946,84.13,79.65,75.68,74.35,5.0,10.0,5.0,8.0,6.0,11.0,11.0,5.0,-0.12207298228931407,-0.024048625792811973,0.6000000000000001,0.6000000000000001,0.33333333333333326,-0.2727272727272727,0.21052631578947367,-0.04166666666666663,7,1,6,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-08,1,ER,50,38,6,6,3,24,77.25,2,4,0,Winter,2019,77.18285714285715,74.48571428571428,75.14733333333334,7.729816113133406,8.428571428571429,7.928571428571429,7.433333333333334,2.2253945610567456,7.857142857142857,8.0,7.433333333333334,2.2677868380553634,21.714285714285715,21.428571428571427,20.933333333333334,1.9760470401187091,73.86,88.14,80.09,85.18,8.0,11.0,6.0,2.0,8.0,9.0,6.0,3.0,0.04589764419171405,-0.03546010737919847,-0.25,0.0,-0.25,0.0,0.04347826086956519,0.1428571428571428,8,1,6,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-09,1,ER,50,31,3,8,2,21,63.07,2,5,1,Winter,2019,76.91,74.54285714285713,74.296,8.248658476786783,7.428571428571429,7.428571428571429,7.366666666666666,2.8784916685156965,8.285714285714286,8.0,7.433333333333334,1.8898223650461357,21.428571428571427,21.571428571428573,20.933333333333334,1.9023794624226849,77.25,84.13,64.98,62.27,6.0,5.0,10.0,10.0,6.0,6.0,5.0,8.0,-0.18355987055016176,-0.029393659587565457,-0.5,-0.7,0.33333333333333326,0.6000000000000001,-0.125,-0.08695652173913049,9,1,6,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-10,1,ER,50,34,6,6,2,24,69.7,2,6,1,Winter,2019,76.54285714285713,75.71142857142857,74.127,8.541595702376515,7.0,7.285714285714286,7.466666666666667,2.8284271247461894,7.714285714285714,7.714285714285714,7.366666666666666,1.889822365046137,22.142857142857142,21.928571428571427,21.1,1.7728105208558385,63.07,73.86,72.27,53.34,3.0,8.0,9.0,8.0,8.0,8.0,10.0,10.0,0.10512129380053903,-0.035561090355610836,1.0,-0.33333333333333337,-0.25,-0.4,0.1428571428571428,0.26315789473684204,10,1,6,0,0,0,1,0,0,0,True,False,False,True,False,False,False
2019-02-11,1,ER,50,42,8,5,1,21,84.48,2,0,0,Winter,2019,77.23285714285714,76.28285714285714,74.82233333333333,9.016321708039087,6.714285714285714,7.214285714285714,7.633333333333334,2.563479777846622,6.857142857142857,7.357142857142857,7.3,1.4638501094228025,22.0,21.785714285714285,21.0,1.8257418583505554,69.7,77.25,79.65,76.48,6.0,6.0,10.0,9.0,6.0,6.0,11.0,10.0,0.21205164992826409,0.060640301318267475,0.33333333333333326,-0.19999999999999996,-0.16666666666666663,-0.5454545454545454,-0.125,-0.045454545454545414,11,1,7,0,0,0,1,0,0,0,True,False,False,True,False,False,False
