report_date,disease,cases,deaths,confirmed,month,year,dayofweek,rolling_7d_mean,rolling_14d_mean,rolling_30d_mean,rolling_7d_std,lag_1,lag_3,lag_7,lag_14,growth_rate_1d,growth_rate_7d,spike_ratio,season,threshold,is_outbreak,alert_level,anomaly_score,iso_prediction,iso_outbreak,week,batch_alert,upper1,upper2
2009-02-25,Cholera,16,7,9,2,2009,2,10.857142857142858,10.357142857142858,9.166666666666666,3.236694374850754,12.0,13.0,10.0,6.0,0.33333333333333326,0.6000000000000001,1.745264153001491,0,13.480302621840117,1,Outbreak,0.631256953068913,-1,1,9,Outbreak,10.636041721878962,13.480302621840117
2009-02-26,Cholera,5,2,1,2,2009,3,10.571428571428571,9.928571428571429,8.933333333333334,3.690399384761445,16.0,10.0,7.0,11.0,-0.6875,-0.2857142857142857,0.5596388463977913,0,13.480302621840117,0,Normal,0.603513699199246,-1,1,9,Normal,10.636041721878962,13.480302621840117
2009-02-27,Cholera,12,3,8,2,2009,4,11.285714285714286,9.857142857142858,9.033333333333333,3.3523268393901096,5.0,12.0,7.0,13.0,1.4,0.7142857142857142,1.3282662435892707,0,13.480302621840117,0,Normal,0.5805790308366564,-1,1,9,Watch,10.636041721878962,13.480302621840117
2009-02-28,Cholera,8,4,2,2,2009,5,10.857142857142858,9.785714285714286,8.966666666666667,3.579039509354968,12.0,16.0,11.0,9.0,-0.33333333333333337,-0.2727272727272727,0.8920938185332491,0,13.480302621840117,0,Normal,0.5547117913218027,1,0,9,Normal,10.636041721878962,13.480302621840117
2009-03-01,Cholera,3,3,1,3,2009,6,9.428571428571429,9.285714285714286,8.866666666666667,4.466808810815723,8.0,5.0,13.0,10.0,-0.625,-0.7692307692307692,0.3383077096568056,1,13.480302621840117,0,Normal,0.619134707426595,-1,1,9,Normal,10.636041721878962,13.480302621840117
2009-03-02,Cholera,14,5,8,3,2009,0,10.0,9.642857142857142,9.133333333333333,4.795831523312723,3.0,12.0,10.0,9.0,3.666666666666667,0.3999999999999999,1.5326789037696604,1,13.480302621840117,1,Outbreak,0.6538702584704195,-1,1,10,Outbreak,10.636041721878962,13.480302621840117
2009-03-03,Cholera,9,3,5,3,2009,1,9.571428571428571,9.785714285714286,9.066666666666666,4.720774754816662,14.0,8.0,12.0,7.0,-0.3571428571428571,-0.25,0.9925375877660553,1,13.480302621840117,0,Normal,0.5965199363815831,-1,1,10,Normal,10.636041721878962,13.480302621840117
2009-03-04,Cholera,10,3,3,3,2009,2,8.714285714285714,9.785714285714286,9.2,3.817254061682113,9.0,3.0,16.0,10.0,0.11111111111111116,-0.375,1.0868383871318337,1,13.480302621840117,0,Normal,0.5607091364035445,-1,1,10,Normal,10.636041721878962,13.480302621840117
2009-03-05,Cholera,8,4,2,3,2009,3,9.142857142857142,9.857142857142858,9.133333333333333,3.484660262185851,10.0,14.0,5.0,7.0,-0.19999999999999996,0.6000000000000001,0.875816516439806,1,13.480302621840117,0,Normal,0.5350114629950911,1,0,10,Normal,10.636041721878962,13.480302621840117
2009-03-06,Cholera,6,4,3,3,2009,4,8.285714285714286,9.785714285714286,8.933333333333334,3.4016802570830467,8.0,9.0,12.0,7.0,-0.25,-0.5,0.6715666156773495,1,13.480302621840117,0,Normal,0.5193510282521402,1,0,10,Normal,10.636041721878962,13.480302621840117
2009-03-07,Cholera,7,3,4,3,2009,5,8.142857142857142,9.5,8.966666666666667,3.4364987719369,6.0,10.0,8.0,11.0,0.16666666666666674,-0.125,0.7805820912165929,1,13.480302621840117,0,Normal,0.4965939627450605,1,0,10,Normal,10.636041721878962,13.480302621840117
2009-03-08,Cholera,7,4,4,3,2009,6,8.714285714285714,9.071428571428571,9.033333333333333,2.6903708365382,7.0,8.0,3.0,13.0,0.0,1.3333333333333335,0.7748219754270745,1,13.480302621840117,0,Normal,0.526830228294019,1,0,10,Normal,10.636041721878962,13.480302621840117
2009-03-09,Cholera,11,4,5,3,2009,0,8.285714285714286,9.142857142857142,9.266666666666667,1.7994708216848787,7.0,6.0,14.0,10.0,0.5714285714285714,-0.2142857142857143,1.1869222745746861,1,13.480302621840117,0,Normal,0.532974740132547,1,0,11,Watch,10.636041721878962,13.480302621840117
2009-03-10,Cholera,7,2,3,3,2009,1,8.0,8.785714285714286,9.1,1.8257418583505567,11.0,7.0,9.0,12.0,-0.36363636363636365,-0.2222222222222222,0.7691462476650919,1,13.480302621840117,0,Normal,0.4938383688419926,1,0,11,Normal,10.636041721878962,13.480302621840117
2009-03-11,Cholera,6,2,4,3,2009,2,7.428571428571429,8.071428571428571,8.933333333333334,1.7182493859684502,7.0,7.0,10.0,16.0,-0.1428571428571429,-0.4,0.6715666156773495,1,13.480302621840117,0,Normal,0.4619071881343217,1,0,11,Normal,10.636041721878962,13.480302621840117
2009-03-12,Cholera,4,3,2,3,2009,3,6.857142857142857,8.0,8.933333333333334,2.115700942049815,6.0,11.0,8.0,5.0,-0.33333333333333337,-0.5,0.44771107711823305,1,13.480302621840117,0,Normal,0.4762450489692032,1,0,11,Normal,10.636041721878962,13.480302621840117
2009-03-13,Cholera,9,4,4,3,2009,4,7.285714285714286,7.785714285714286,9.033333333333333,2.2146697055682836,4.0,7.0,6.0,12.0,1.25,0.5,0.996199682691953,1,13.480302621840117,0,Normal,0.4799345651430008,1,0,11,Normal,10.636041721878962,13.480302621840117
2009-03-14,Cholera,11,9,8,3,2009,5,7.857142857142857,8.0,9.033333333333333,2.6095064302514794,9.0,6.0,7.0,8.0,0.22222222222222232,0.5714285714285714,1.2175773899568314,1,13.480302621840117,0,Normal,0.45464317672370214,1,0,11,Watch,10.636041721878962,13.480302621840117
2009-03-15,Cholera,12,6,6,3,2009,6,8.571428571428571,8.642857142857142,9.0,2.9920529661723854,11.0,4.0,7.0,3.0,0.09090909090909083,0.7142857142857142,1.3331852016442618,1,13.480302621840117,0,Normal,0.48885371280754236,1,0,11,Watch,10.636041721878962,13.480302621840117
2009-03-16,Cholera,7,3,4,3,2009,0,8.0,8.142857142857142,8.933333333333334,2.8284271247461925,12.0,9.0,11.0,14.0,-0.41666666666666663,-0.36363636363636365,0.7834943849569078,1,13.480302621840117,0,Normal,0.4722677507778325,1,0,12,Normal,10.636041721878962,13.480302621840117
2009-03-17,Cholera,4,2,3,3,2009,1,7.571428571428571,7.785714285714286,8.733333333333333,3.207134902949094,7.0,11.0,7.0,9.0,-0.4285714285714286,-0.4285714285714286,0.45796282868373855,1,13.480302621840117,0,Normal,0.44311764552203886,1,0,12,Normal,10.636041721878962,13.480302621840117
2009-03-18,Cholera,8,4,3,3,2009,2,7.857142857142857,7.642857142857143,8.7,3.132015933791497,4.0,12.0,6.0,10.0,1.0,0.33333333333333326,0.9194345477531319,1,13.480302621840117,0,Normal,0.452106495958187,1,0,12,Normal,10.636041721878962,13.480302621840117
2009-03-19,Cholera,10,3,4,3,2009,3,8.714285714285714,7.785714285714286,8.8,2.690370836538201,8.0,7.0,4.0,8.0,0.25,1.5,1.1362345188046812,1,13.480302621840117,0,Normal,0.4812351185225548,1,0,12,Normal,10.636041721878962,13.480302621840117
2009-03-20,Cholera,8,4,5,3,2009,4,8.571428571428571,7.928571428571429,8.733333333333333,2.699206232527316,10.0,4.0,9.0,6.0,-0.19999999999999996,-0.11111111111111116,0.9159256573674771,1,13.480302621840117,0,Normal,0.42919051423517635,1,0,12,Normal,10.636041721878962,13.480302621840117
2009-03-21,Cholera,8,3,5,3,2009,5,8.142857142857142,8.0,8.766666666666667,2.4784787961282135,8.0,8.0,11.0,7.0,0.0,-0.2727272727272727,0.9124434475154926,1,13.480302621840117,0,Normal,0.4302362932037952,1,0,12,Normal,10.636041721878962,13.480302621840117
2009-03-22,Cholera,11,7,4,3,2009,6,8.0,8.285714285714286,8.9,2.236067977499793,8.0,10.0,12.0,7.0,0.375,-0.08333333333333337,1.2358162004269184,1,13.480302621840117,0,Normal,0.46774342528599994,1,0,12,Watch,10.636041721878962,13.480302621840117
2009-03-23,Cholera,4,1,2,3,2009,0,7.571428571428571,7.785714285714286,8.666666666666666,2.6992062325273136,11.0,8.0,7.0,11.0,-0.6363636363636364,-0.4285714285714286,0.46148521324462566,1,13.480302621840117,0,Normal,0.45384628038600117,1,0,13,Normal,10.636041721878962,13.480302621840117
2009-03-24,Cholera,8,6,3,3,2009,1,8.142857142857142,7.857142857142857,8.5,2.193062655175138,4.0,8.0,4.0,7.0,1.0,1.0,0.9410657569697684,1,13.480302621840117,0,Normal,0.46564671021948956,1,0,13,Normal,10.636041721878962,13.480302621840117
2009-03-25,Cholera,8,3,4,3,2009,2,8.142857142857142,8.0,8.433333333333334,2.193062655175138,8.0,11.0,8.0,6.0,0.0,0.0,0.9485041299450658,1,13.480302621840117,0,Normal,0.398360342570096,1,0,13,Normal,10.636041721878962,13.480302621840117
2009-03-26,Cholera,6,4,3,3,2009,3,7.571428571428571,8.142857142857142,8.233333333333333,2.149196970742242,8.0,4.0,10.0,4.0,-0.25,-0.4,0.7286564384892524,1,13.480302621840117,0,Normal,0.39946013598584246,1,0,13,Normal,10.636041721878962,13.480302621840117
2009-03-27,Cholera,13,7,6,3,2009,4,8.285714285714286,8.428571428571429,8.133333333333333,2.9840847683606317,6.0,8.0,8.0,9.0,1.1666666666666665,0.625,1.5981641601442447,1,13.480302621840117,0,Normal,0.4480030783447024,1,0,13,Watch,10.636041721878962,13.480302621840117
2009-03-28,Cholera,8,5,6,3,2009,5,8.285714285714286,8.214285714285714,8.233333333333333,2.9840847683606317,13.0,8.0,8.0,11.0,-0.3846153846153846,0.0,0.9715419179856699,1,13.480302621840117,0,Normal,0.4064670017527959,1,0,13,Normal,10.636041721878962,13.480302621840117
2009-03-29,Cholera,7,5,5,3,2009,6,7.714285714285714,7.857142857142857,8.066666666666666,2.751622897751177,8.0,6.0,11.0,12.0,-0.125,-0.36363636363636365,0.867661033756146,1,13.480302621840117,0,Normal,0.3896321688903339,1,0,13,Normal,10.636041721878962,13.480302621840117
2009-03-30,Cholera,4,1,2,3,2009,0,7.714285714285714,7.642857142857143,7.933333333333334,2.751622897751177,7.0,13.0,4.0,7.0,-0.4285714285714286,0.0,0.5041381338486745,1,13.480302621840117,0,Normal,0.4203992371320634,1,0,14,Normal,10.636041721878962,13.480302621840117
2009-03-31,Cholera,6,1,1,3,2009,1,7.428571428571429,7.785714285714286,8.033333333333333,2.8199966227605597,4.0,8.0,8.0,4.0,0.5,-0.25,0.7467950047711903,1,13.480302621840117,0,Normal,0.4001968254774355,1,0,14,Normal,10.636041721878962,13.480302621840117
2009-04-01,Cholera,6,5,2,4,2009,2,7.142857142857143,7.642857142857143,7.766666666666667,2.853569193634027,6.0,7.0,8.0,8.0,0.0,-0.25,0.7724327339827489,1,13.480302621840117,0,Normal,0.3827147079875407,1,0,14,Normal,10.636041721878962,13.480302621840117
2009-04-02,Cholera,3,1,2,4,2009,3,6.714285714285714,7.142857142857143,7.566666666666666,3.2513733362117265,6.0,4.0,6.0,10.0,-0.5,-0.5,0.3964233801700216,1,13.480302621840117,0,Normal,0.44034876320909416,1,0,14,Normal,10.636041721878962,13.480302621840117
2009-04-03,Cholera,10,5,5,4,2009,4,6.285714285714286,7.285714285714286,7.566666666666666,2.3603873774083284,3.0,6.0,13.0,8.0,2.3333333333333335,-0.23076923076923073,1.3214112672334053,1,13.480302621840117,0,Normal,0.5123357788407538,1,0,14,Normal,10.636041721878962,13.480302621840117
